# ALPHA = 0.05
# TOT_SETS = 1


# _SET1_ SET = Fernandez.2018.All.ARC.interactors
# _SET1_ NGENES = 777
# _SET1_ P = 0.000659453
_SET1_     GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET1_     6792          X   18408725   18681749     19      11  196779      0.79528      0.21322
_SET1_     5160          X   19327011   19389825      1       1  204837      -1.3147       0.9057
_SET1_     22866         X   21357532   21682813     16       9  197124       1.7684     0.038499
_SET1_     1654          X   41157561   41219527      9       4  197763     -0.25753      0.60161
_SET1_     8573          X   41364187   41817415     33      15  198659      0.18832      0.42531
_SET1_     4129          X   43615857   43776721     13       8  197408      0.31581      0.37607
_SET1_     7317          X   47015199   47084527      5       3  198905       1.4743     0.070206
_SET1_     6853          X   47421300   47514256     18       9  200164     -0.68485      0.75328
_SET1_     6855          X   49034263   49091661      7       4  200636      -1.0131      0.84449
_SET1_     23096         X   53252058   53385522     18      12  197773      0.76051      0.22347
_SET1_     4478          X   64773257   64971793      5       3  195339      0.99384      0.16015
_SET1_     1741          X   69629705   69735343     15       8  197849    -0.062885      0.52507
_SET1_     29934         X   70197156   70328276      8       3  201928       1.3978     0.081084
_SET1_     8473          X   70717912   70805747      9       5  197290       1.3005     0.096711
_SET1_     5354          X  102996439  103057548      9       4  201213       1.7996     0.035965
_SET1_     5631          X  106836654  106904256      2       1  195384       1.2273      0.10986
_SET1_     292           X  118567363  118615359      8       3  203503      -0.8807      0.81076
_SET1_     23157         X  118739687  118862333     24      12  199424      0.78791      0.21537
_SET1_     2892          X  122282996  122634766     74      42  199069     -0.80557      0.78975
_SET1_     492           X  152748905  152858387     24      12  200048      0.41304      0.33979
_SET1_     3897          X  153116969  153186628      9       4  198297     -0.11814      0.54702
_SET1_     2664          X  153630259  153681814      8       3  201212       2.4925    0.0063429
_SET1_     4354          X  153996959  154068802      6       3  199548   -0.0045897      0.50183
