homolID	entrez	musName	mgid	geneName	orthoHumMus
23770	84464	Slx4	MGI:106299	SLX4	1:1
23771	84466	Megf10	MGI:2685177	MEGF10	1:1
23775	84643	Kif2b	MGI:1920720	KIF2B	1:1
23778	84665	Mypn	MGI:1916052	MYPN	1:1
23779	84667	Hes7	MGI:2135679	HES7	1:1
23784	84861	Klhl22	MGI:1337995	KLHL22	1:1
23789	84932	Rab2b	MGI:1923588	RAB2B	1:1
23813	85414	Slc45a3	MGI:1922082	SLC45A3	1:1
23814	88455	Ankrd13a	MGI:1915670	ANKRD13A	1:1
23815	89869	Plcz1	MGI:2150308	PLCZ1	1:1
23819	89870	Trim15	MGI:1916347	TRIM15	1:1
23924	390928	Acp7	MGI:2142121	ACP7	1:1
24122	90139	Tspan18	MGI:1917186	TSPAN18	1:1
24255	10196	Prmt3	MGI:1919224	PRMT3	1:1
24284	346562	Gnat3	MGI:3588268	GNAT3	1:1
24321	203427	Slc25a43	MGI:2684854	SLC25A43	1:1
24376	829	Capza1	MGI:106227	CAPZA1	1:1
24504	347734	Slc35b2	MGI:1921086	SLC35B2	1:1
24535	283254	Harbi1	MGI:2443194	HARBI1	1:1
24625	3167	Hmx2	MGI:107159	HMX2	1:1
24678	30849	Pik3r4	MGI:1922919	PIK3R4	1:1
24848	266629	Sec14l3	MGI:3617848	SEC14L3	1:1
24911	85377	Micall1	MGI:105870	MICALL1	1:1
24912	85445	Cntnap4	MGI:2183572	CNTNAP4	1:1
24916	85455	Disp2	MGI:2388733	DISP2	1:1
24917	92745	Slc38a5	MGI:2148066	SLC38A5	1:1
24918	200734	Spred2	MGI:2150019	SPRED2	1:1
24919	161742	Spred1	MGI:2150016	SPRED1	1:1
24921	4009	Lmx1a	MGI:1888519	LMX1A	1:1
24928	115572	Fam46b	MGI:2140500	FAM46B	1:1
24930	116285	Acsm1	MGI:2152200	ACSM1	1:1
24933	149951	Commd7	MGI:1914197	COMMD7	1:1
24934	10313	Rtn3	MGI:1339970	RTN3	1:1
24938	134864	Taar1	MGI:2148258	TAAR1	1:1
24942	5212	Vit	MGI:1921449	VIT	1:1
24944	23122	Clasp2	MGI:1923749	CLASP2	1:1
24945	23114	Nfasc	MGI:104753	NFASC	1:1
24989	84002	B3gnt5	MGI:2137302	B3GNT5	1:1
24993	55074	Oxr1	MGI:2179326	OXR1	1:1
25079	122664	Tppp2	MGI:2684923	TPPP2	1:1
25090	6840	Svil	MGI:2147319	SVIL	1:1
25103	22906	Trak1	MGI:1914345	TRAK1	1:1
25107	143684	Fam76b	MGI:1920076	FAM76B	1:1
25135	283726	Saxo2	MGI:1914618	SAXO2	1:1
25138	145814	Pgpep1l	MGI:1925694	PGPEP1L	1:1
25175	139596	Uprt	MGI:2685620	UPRT	1:1
25183	135228	Cd109	MGI:2445221	CD109	1:1
25228	158219	Ttc39b	MGI:1917113	TTC39B	1:1
25235	441168	Fam26f	MGI:2443082	FAM26F	1:1
25256	23389	Med13l	MGI:2670178	MED13L	1:1
25260	27433	Tor2a	MGI:1353596	TOR2A	1:1
25279	163404	Plppr5	MGI:1923019	PLPPR5	1:1
25281	80853	Kdm7a	MGI:2443388	KDM7A	1:1
25286	167359	Nim1k	MGI:2442399	NIM1K	1:1
25315	92369	Spsb4	MGI:2183445	SPSB4	1:1
25324	285848	Pnpla1	MGI:3617850	PNPLA1	1:1
25444	89853	Mvb12b	MGI:1919793	MVB12B	1:1
25521	160335	Tmtc2	MGI:1914057	TMTC2	1:1
25536	54497	Heatr5b	MGI:2444098	HEATR5B	1:1
25624	6429	Srsf4	MGI:1890577	SRSF4	1:1
25627	2595	Ganc	MGI:1923301	GANC	1:1
25655	25837	Rab26	MGI:2443284	RAB26	1:1
25661	10965	Acot2	MGI:2159605	ACOT2	1:1
25712	57540	Ptchd2	MGI:2444403	DISP3	1:1
25745	150483	Tekt4	MGI:1919090	TEKT4	1:1
25798	400961	Paip2b	MGI:2386865	PAIP2B	1:1
25816	196385	Dnah10	MGI:1860299	DNAH10	1:1
25873	57524	Caskin1	MGI:2442952	CASKIN1	1:1
25876	140807	Krt72	MGI:2146034	KRT72	1:1
25877	117532	Tmc2	MGI:2151017	TMC2	1:1
25878	27199	Oxgr1	MGI:2685145	OXGR1	1:1
26078	131034	Cpne4	MGI:1921270	CPNE4	1:1
26079	10170	Dhrs9	MGI:2442798	DHRS9	1:1
26080	131578	Lrrc15	MGI:1921738	LRRC15	1:1
26091	347741	Otop3	MGI:1916852	OTOP3	1:1
26151	23304	Ubr2	MGI:1861099	UBR2	1:1
26174	3785	Kcnq2	MGI:1309503	KCNQ2	1:1
26175	7468	Whsc1	MGI:1276574	WHSC1	1:1
26400	128239	Iqgap3	MGI:3028642	IQGAP3	1:1
26419	158399	Zkscan16	MGI:3510405	ZNF483	1:1
26423	169522	Kcnv2	MGI:2670981	KCNV2	1:1
26426	171177	Rhov	MGI:2444227	RHOV	1:1
26428	5655	Klk10	MGI:1916790	KLK10	1:1
26429	58489	Abhd17c	MGI:1917428	ABHD17C	1:1
26430	30844	Ehd4	MGI:1919619	EHD4	1:1
26431	260425	Magi3	MGI:1923484	MAGI3	1:1
26432	121260	Slc15a4	MGI:2140796	SLC15A4	1:1
26435	54906	Fam208b	MGI:2145274	FAM208B	1:1
26439	57571	Carns1	MGI:2147595	CARNS1	1:1
26544	93589	Cacna2d4	MGI:2442632	CACNA2D4	1:1
26572	169966	Fam46d	MGI:2685223	FAM46D	1:1
26615	57477	Shroom4	MGI:2685570	SHROOM4	1:1
26645	23033	Dopey1	MGI:1289294	DOPEY1	1:1
26695	55911	Apobr	MGI:2176230	APOBR	1:1
26696	126119	Josd2	MGI:1913374	JOSD2	1:1
26698	90507	Scrn2	MGI:1343092	SCRN2	1:1
26700	92799	Shkbp1	MGI:2385803	SHKBP1	1:1
26701	92906	Hnrnpll	MGI:1919942	HNRNPLL	1:1
26702	93109	Tmem44	MGI:1924489	TMEM44	1:1
26703	114926	Smim19	MGI:2142501	SMIM19	1:1
26714	201294	Unc13d	MGI:1917700	UNC13D	1:1
26716	200959	Gabrr3	MGI:3588203	GABRR3	1:1
26722	92737	Dner	MGI:2152889	DNER	1:1
26724	130399	Acvr1c	MGI:2661081	ACVR1C	1:1
26726	137868	Sgcz	MGI:2388820	SGCZ	1:1
26727	121512	Fgd4	MGI:2183747	FGD4	1:1
26732	375612	Lhfpl3	MGI:1925076	LHFPL3	1:1
26752	152518	Nfxl1	MGI:1923646	NFXL1	1:1
26807	161436	Eml5	MGI:2442513	EML5	1:1
26818	283152	Ccdc153	MGI:2448587	CCDC153	1:1
26894	3608	Ilf2	MGI:1915031	ILF2	1:1
27006	5189	Pex1	MGI:1918632	PEX1	1:1
27024	55658	Rnf126	MGI:1917544	RNF126	1:1
27026	92291	Capn13	MGI:2685789	CAPN13	1:1
27027	93058	Coq10a	MGI:2684847	COQ10A	1:1
27031	132320	Sclt1	MGI:1914411	SCLT1	1:1
27035	151011	Sept10	MGI:1918110	SEPT10	1:1
27037	153562	Marveld2	MGI:2446166	MARVELD2	1:1
27040	259230	Sgms1	MGI:2444110	SGMS1	1:1
27041	57551	Taok1	MGI:1914490	TAOK1	1:1
27044	256364	Eml3	MGI:2387612	EML3	1:1
27048	11012	Klk11	MGI:1929977	KLK11	1:1
27049	158326	Frem1	MGI:2670972	FREM1	1:1
27053	200403	Vwa3b	MGI:1918103	VWA3B	1:1
27056	220136	Cfap53	MGI:1921703	CFAP53	1:1
27057	222235	Fbxl13	MGI:2443416	FBXL13	1:1
27059	246330	Peli3	MGI:1924963	PELI3	1:1
27066	197335	Wdr90	MGI:1921267	WDR90	1:1
27069	375035	Sft2d2	MGI:1917362	SFT2D2	1:1
27071	199870	Fam76a	MGI:2385211	FAM76A	1:1
27072	400746	Ncmap	MGI:2444888	NCMAP	1:1
27073	401934	Rnf223	MGI:3588193	RNF223	1:1
27075	339451	Klhl17	MGI:2678948	KLHL17	1:1
27077	286187	Ppp1r42	MGI:1921138	PPP1R42	1:1
27079	7188	Traf5	MGI:107548	TRAF5	1:1
27083	7571	Zfp612	MGI:2443465	ZNF23	1:1
27084	768211	Rell1	MGI:2140767	RELL1	1:1
27085	285636	AW549877	MGI:2146232	C5orf51	1:1
27086	3770	Kcnj14	MGI:2384820	KCNJ14	1:1
27087	497189	Tifab	MGI:2385852	TIFAB	1:1
27088	388595	Tmem82	MGI:2384869	TMEM82	1:1
27092	255488	Rnf144b	MGI:2384986	RNF144B	1:1
27095	116369	Slc26a8	MGI:2385046	SLC26A8	1:1
27098	197407	Zfp553	MGI:2384725	ZNF48	1:1
27116	122748	Olfr745	MGI:3030579	OR11H6	1:1
27137	401665	Olfr574	MGI:3030408	OR51T1	1:1
27165	26533	Olfr1512	MGI:3031346	OR10G3	1:1
27178	403274	Olfr183	MGI:3030017	OR5H15	1:1
27189	26531	Olfr96	MGI:2177479	OR11A1	1:1
27225	343169	Olfr308	MGI:3030142	OR6F1	1:1
27260	254783	Olfr821	MGI:3030655	OR6C74	1:1
27297	219431	Olfr1193	MGI:3031027	OR4S2	1:1
27354	125170	Mief2	MGI:2144199	MIEF2	1:1
27358	6543	Slc8a2	MGI:107996	SLC8A2	1:1
27362	120071	Large2	MGI:2443769	LARGE2	1:1
27367	124930	Ankrd13b	MGI:2144501	ANKRD13B	1:1
27376	151050	Kansl1l	MGI:1915941	KANSL1L	1:1
27384	196951	Fam227b	MGI:1923073	FAM227B	1:1
27391	219995	Ms4a15	MGI:3617853	MS4A15	1:1
27392	221184	Cpne2	MGI:2387578	CPNE2	1:1
27394	221336	Bend6	MGI:2444572	BEND6	1:1
27395	221935	Sdk1	MGI:2444413	SDK1	1:1
27396	222223	9330182L06Rik	MGI:2443264	KIAA1324L	1:1
27397	256130	Tmem196	MGI:2685374	TMEM196	1:1
27406	124961	Zfp3	MGI:99177	ZFP3	1:1
27407	120939	Tmem52b	MGI:2442838	TMEM52B	1:1
27409	162515	Slc16a11	MGI:2663709	SLC16A11	1:1
27410	339906	Prss42	MGI:2665280	PRSS42	1:1
27415	153241	Cep120	MGI:2147298	CEP120	1:1
27419	151827	Lrrc34	MGI:1919077	LRRC34	1:1
27420	163049	Zfp791	MGI:3648473	ZNF791	1:1
27469	57465	Tbc1d24	MGI:2443456	TBC1D24	1:1
27540	25854	Fam149a	MGI:2387177	FAM149A	1:1
27544	254531	Lpcat4	MGI:2138993	LPCAT4	1:1
27547	91526	Ankrd44	MGI:3045243	ANKRD44	1:1
27548	158297	Saxo1	MGI:1923061	SAXO1	1:1
27549	253017	Tecrl	MGI:2444966	TECRL	1:1
27550	145389	Slc38a6	MGI:3648156	SLC38A6	1:1
27612	338692	Ankrd13d	MGI:1915673	ANKRD13D	1:1
27616	160418	Tmtc3	MGI:3036255	TMTC3	1:1
27773	23030	Kdm4b	MGI:2442355	KDM4B	1:1
27775	388662	Slc6a17	MGI:2442535	SLC6A17	1:1
27780	9682	Kdm4a	MGI:2446210	KDM4A	1:1
27781	23220	Dtx4	MGI:2672905	DTX4	1:1
27795	360023	Zbtb41	MGI:2444487	ZBTB41	1:1
27797	347735	Serinc2	MGI:1919132	SERINC2	1:1
27798	152273	Fgd5	MGI:2443369	FGD5	1:1
27800	253980	Kctd13	MGI:1923739	KCTD13	1:1
27803	92736	Otop2	MGI:2388365	OTOP2	1:1
27805	58500	Zfp647	MGI:3052806	ZNF250	1:1
27813	84865	Ccdc142	MGI:3045292	CCDC142	1:1
27819	401265	Klhl31	MGI:3045305	KLHL31	1:1
27821	146664	Mgat5b	MGI:3606200	MGAT5B	1:1
27825	80728	Arhgap39	MGI:107858	ARHGAP39	1:1
27827	4775	Nfatc3	MGI:103296	NFATC3	1:1
27831	121278	Tph2	MGI:2651811	TPH2	1:1
27832	353274	Zfp445	MGI:2143340	ZNF445	1:1
27834	57224	Nhsl1	MGI:106390	NHSL1	1:1
27838	126248	Wdr88	MGI:2686275	WDR88	1:1
27843	168975	Cnbd1	MGI:3650508	CNBD1	1:1
27844	201292	Trim65	MGI:2442815	TRIM65	1:1
27849	283212	Klhl35	MGI:1919434	KLHL35	1:1
27855	284427	Slc25a41	MGI:2144215	SLC25A41	1:1
27862	286410	Atp11c	MGI:1859661	ATP11C	1:1
27863	54511	Hmgcll1	MGI:2446108	HMGCLL1	1:1
27865	255762	Pdzd9	MGI:1915233	PDZD9	1:1
27867	285237	4930453N24Rik	MGI:1914859	C3orf38	1:1
27874	319100	Taar6	MGI:2685074	TAAR6	1:1
27875	319101	Krt73	MGI:3607712	KRT73	1:1
27876	157567	Ankrd46	MGI:1916089	ANKRD46	1:1
27877	127254	Erich3	MGI:1919095	ERICH3	1:1
27885	400916	Chchd10	MGI:2143558	CHCHD10	1:1
27888	196527	Ano6	MGI:2145890	ANO6	1:1
27890	55036	Ccdc40	MGI:2443893	CCDC40	1:1
27894	134829	Clvs2	MGI:2443223	CLVS2	1:1
27907	375790	Agrn	MGI:87961	AGRN	1:1
27911	161753	Odf3l1	MGI:2681875	ODF3L1	1:1
27932	202243	Ccdc125	MGI:1923291	CCDC125	1:1
27936	85459	Cep295	MGI:2442521	CEP295	1:1
27942	203238	Ccdc171	MGI:1922152	CCDC171	1:1
27943	283208	P4ha3	MGI:2444049	P4HA3	1:1
27945	402117	Vwc2l	MGI:2444069	VWC2L	1:1
27946	401498	Tmem215	MGI:2444167	TMEM215	1:1
27952	285590	Sh3pxd2b	MGI:2442062	SH3PXD2B	1:1
27953	8499	Ppfia2	MGI:2443834	PPFIA2	1:1
27965	441549	Cdnf	MGI:3606576	CDNF	1:1
27970	343641	Tgm6	MGI:3044321	TGM6	1:1
27982	338707	B4galnt4	MGI:2652891	B4GALNT4	1:1
27985	26098	Edrf1	MGI:1919831	EDRF1	1:1
27991	154664	Abca13	MGI:2388707	ABCA13	1:1
27996	64005	Myo1g	MGI:1927091	MYO1G	1:1
27997	118490	Mss51	MGI:1922093	MSS51	1:1
28039	401262	Crip3	MGI:2152434	CRIP3	1:1
28044	9866	Trim66	MGI:2152406	TRIM66	1:1
28053	282966	1700024G13Rik	MGI:1914335	C10orf53	1:1
28056	90113	Vwa5b2	MGI:2681859	VWA5B2	1:1
28061	399473	Spred3	MGI:2142186	SPRED3	1:1
28066	1880	Gpr183	MGI:2442034	GPR183	1:1
28072	126520	Plk5	MGI:3026984	PLK5	1:1
28086	401145	Ccser1	MGI:3045354	CCSER1	1:1
28089	340665	Cyp26c1	MGI:2679699	CYP26C1	1:1
28091	360226	Prss41	MGI:1918253	PRSS41	1:1
28093	255101	Ccdc108	MGI:2444274	CFAP65	1:1
28097	56203	Lmod3	MGI:2444169	LMOD3	1:1
28098	256643	A830080D01Rik	MGI:2685992	CXorf23	1:1
28106	23061	Tbc1d9b	MGI:1924045	TBC1D9B	1:1
28121	57565	Klhl14	MGI:1921249	KLHL14	1:1
28122	91181	Nup210l	MGI:1924845	NUP210L	1:1
28131	57186	Ralgapa2	MGI:3036245	RALGAPA2	1:1
28133	57700	Fam160b1	MGI:2147545	FAM160B1	1:1
28135	114795	Tmem132b	MGI:3609245	TMEM132B	1:1
28165	152519	Nipal1	MGI:1917951	NIPAL1	1:1
28168	149281	Mettl11b	MGI:2685053	METTL11B	1:1
28173	96459	Fnip1	MGI:2444668	FNIP1	1:1
28227	387104	Soga3	MGI:1914662	SOGA3	1:1
28235	114804	Rnf157	MGI:2442484	RNF157	1:1
28246	134121	1700001L19Rik	MGI:1916565	C5orf49	1:1
28254	22898	Dennd3	MGI:2146009	DENND3	1:1
28255	85352	1810041L15Rik	MGI:1919551	KIAA1644	1:1
28256	440836	Odf3b	MGI:1917363	ODF3B	1:1
28259	283464	Gxylt1	MGI:2684933	GXYLT1	1:1
28264	22875	Enpp4	MGI:2682634	ENPP4	1:1
28266	6875	Taf4b	MGI:2152345	TAF4B	1:1
28267	340654	Lipm	MGI:1926003	LIPM	1:1
28270	56479	Kcnq5	MGI:1924937	KCNQ5	1:1
28276	54542	Rc3h2	MGI:2442789	RC3H2	1:1
28281	9909	Dennd4b	MGI:2446201	DENND4B	1:1
28290	100129924	4930538K18Rik	MGI:1922430	TMEM269	1:1
28295	441024	Mthfd2l	MGI:1915871	MTHFD2L	1:1
28297	283450	Gm15800	MGI:3647820	HECTD4	1:1
28302	442721	Lmod2	MGI:2135672	LMOD2	1:1
28311	374739	Tepp	MGI:1920657	TEPP	1:1
28312	91464	Isx	MGI:1918847	ISX	1:1
28313	57562	Cep126	MGI:2680221	CEP126	1:1
28332	340562	Satl1	MGI:1921059	SATL1	1:1
28384	55561	Cdc42bpg	MGI:2652845	CDC42BPG	1:1
28386	282996	Rbm20	MGI:1920963	RBM20	1:1
28424	158158	Rasef	MGI:2448565	RASEF	1:1
28426	126767	Aadacl3	MGI:2685281	AADACL3	1:1
28427	441869	Ankrd65	MGI:2685285	ANKRD65	1:1
28446	143872	Arhgap42	MGI:1918794	ARHGAP42	1:1
28447	53942	Cntn5	MGI:3042287	CNTN5	1:1
28448	80071	Ccdc15	MGI:2444488	CCDC15	1:1
28456	390790	Arl5c	MGI:3028577	ARL5C	1:1
28467	389337	Arhgef37	MGI:3045339	ARHGEF37	1:1
28471	389177	Tmem212	MGI:2685410	TMEM212	1:1
28490	256394	Serpina11	MGI:2685741	SERPINA11	1:1
28494	100134934	Ten1	MGI:1916785	TEN1	1:1
28514	401647	Golga7b	MGI:1918396	GOLGA7B	1:1
28523	401720	Fignl2	MGI:3646919	FIGNL2	1:1
28526	389895	Gm715	MGI:2685561	LOC389895	1:1
28537	285659	Olfr1396	MGI:3031230	OR2V2	1:1
28544	131544	Crybg3	MGI:2676311	CRYBG3	1:1
28546	5932	Rbbp8	MGI:2442995	RBBP8	1:1
28553	155006	Tmem213	MGI:1924772	TMEM213	1:1
28580	386746	Mrgprg	MGI:3033145	MRGPRG	1:1
28583	221092	Hnrnpul2	MGI:1915943	HNRNPUL2	1:1
28613	283554	Gpr137c	MGI:1917963	GPR137C	1:1
28624	337876	Chsy3	MGI:1926173	CHSY3	1:1
28634	344752	Aadacl2	MGI:3646333	AADACL2	1:1
28688	389158	Plscr5	MGI:3779462	PLSCR5	1:1
28697	10024	Troap	MGI:1925983	TROAP	1:1
28701	9920	Kbtbd11	MGI:1922151	KBTBD11	1:1
28725	344387	Cdkl4	MGI:3587025	CDKL4	1:1
28727	339541	Gm1661	MGI:2686507	C1orf228	1:1
28743	23307	Fkbp15	MGI:2444782	FKBP15	1:1
30136	6596	Hltf	MGI:1196437	HLTF	1:1
30927	646643	Sbk2	MGI:2685925	SBK2	1:1
30948	154	Adrb2	MGI:87938	ADRB2	1:1
30950	324	Apc	MGI:88039	APC	1:1
30951	348	Apoe	MGI:88057	APOE	1:1
30952	472	Atm	MGI:107202	ATM	1:1
30953	695	Btk	MGI:88216	BTK	1:1
30955	1588	Cyp19a1	MGI:88587	CYP19A1	1:1
30957	2131	Ext1	MGI:894663	EXT1	1:1
30958	2200	Fbn1	MGI:95489	FBN1	1:1
30960	2908	Nr3c1	MGI:95824	NR3C1	1:1
30961	6469	Shh	MGI:98297	SHH	1:1
30964	653361	Ncf1	MGI:97283	NCF1	1:1
30967	6314	Atxn7	MGI:2179277	ATXN7	1:1
30969	7299	Tyr	MGI:98880	TYR	1:1
30970	7454	Was	MGI:105059	WAS	1:1
30972	2812	Gp1bb	MGI:107852	GP1BB	1:1
30976	2159	F10	MGI:103107	F10	1:1
30980	5990	Rfx2	MGI:106583	RFX2	1:1
30982	1312	Comt	MGI:88470	COMT	1:1
30987	1581	Cyp7a1	MGI:106091	CYP7A1	1:1
30992	1812	Drd1	MGI:99578	DRD1	1:1
30994	3156	Hmgcr	MGI:96159	HMGCR	1:1
30997	3480	Igf1r	MGI:96433	IGF1R	1:1
30998	5033	P4ha1	MGI:97463	P4HA1	1:1
30999	5406	Pnlip	MGI:97722	PNLIP	1:1
31000	5743	Ptgs2	MGI:97798	PTGS2	1:1
31013	15	Aanat	MGI:1328365	AANAT	1:1
31015	31	Acaca	MGI:108451	ACACA	1:1
31016	88	Actn2	MGI:109192	ACTN2	1:1
31022	610	Hcn2	MGI:1298210	HCN2	1:1
31023	708	C1qbp	MGI:1194505	C1QBP	1:1
31024	842	Casp9	MGI:1277950	CASP9	1:1
31035	1995	Elavl3	MGI:109157	ELAVL3	1:1
31036	2000	Elf4	MGI:1928377	ELF4	1:1
31038	2273	Fhl1	MGI:1298387	FHL1	1:1
31039	2309	Foxo3	MGI:1890081	FOXO3	1:1
31040	2975	Gtf3c1	MGI:107887	GTF3C1	1:1
31043	3475	Ifrd1	MGI:1316717	IFRD1	1:1
31046	421	Arvcf	MGI:109620	ARVCF	1:1
31048	646	Bnc1	MGI:1097164	BNC1	1:1
31052	933	Cd22	MGI:88322	CD22	1:1
31053	973	Cd79a	MGI:101774	CD79A	1:1
31055	1122	Chml	MGI:101913	CHML	1:1
31056	1123	Chn1	MGI:1915674	CHN1	1:1
31061	1386	Atf2	MGI:109349	ATF2	1:1
31065	4356	Mpp3	MGI:1328354	MPP3	1:1
31070	2742	Glra2	MGI:95748	GLRA2	1:1
31074	3131	Hlf	MGI:96108	HLF	1:1
31075	3162	Hmox1	MGI:96163	HMOX1	1:1
31078	3344	Foxn2	MGI:1347478	FOXN2	1:1
31080	3642	Insm1	MGI:1859980	INSM1	1:1
31081	3669	Isg20	MGI:1928895	ISG20	1:1
31083	3885	Krt34	MGI:1309994	KRT34	1:1
31085	4065	Ly75	MGI:106662	LY75	1:1
31086	4074	M6pr	MGI:96904	M6PR	1:1
31087	4208	Mef2c	MGI:99458	MEF2C	1:1
31088	4248	Mgat3	MGI:104532	MGAT3	1:1
31089	4255	Mgmt	MGI:96977	MGMT	1:1
31092	4609	Myc	MGI:97250	MYC	1:1
31093	4711	Ndufb5	MGI:1913296	NDUFB5	1:1
31094	4947	Oaz2	MGI:109492	OAZ2	1:1
31097	5069	Pappa	MGI:97479	PAPPA	1:1
31098	5073	Parn	MGI:1921358	PARN	1:1
31099	5098	Pcdhgc3	MGI:1935201	PCDHGC3	1:1
31103	5281	Pigf	MGI:99462	PIGF	1:1
31105	5394	Exosc10	MGI:1355322	EXOSC10	1:1
31106	5496	Ppm1g	MGI:106065	PPM1G	1:1
31110	3087	Hhex	MGI:96086	HHEX	1:1
31114	5654	Htra1	MGI:1929076	HTRA1	1:1
31115	5662	Psd	MGI:1920978	PSD	1:1
31118	5893	Rad52	MGI:101949	RAD52	1:1
31119	5992	Rfx4	MGI:1918387	RFX4	1:1
31121	6385	Sdc4	MGI:1349164	SDC4	1:1
31122	6449	Sgta	MGI:1098703	SGTA	1:1
31124	6497	Ski	MGI:98310	SKI	1:1
31125	57835	Slc4a5	MGI:2443220	SLC4A5	1:1
31126	6554	Slc10a1	MGI:97379	SLC10A1	1:1
31127	6591	Snai2	MGI:1096393	SNAI2	1:1
31129	6610	Smpd2	MGI:1278330	SMPD2	1:1
31130	6619	Snapc3	MGI:1916338	SNAPC3	1:1
31132	6678	Sparc	MGI:98373	SPARC	1:1
31133	6687	Spg7	MGI:2385906	SPG7	1:1
31135	6722	Srf	MGI:106658	SRF	1:1
31137	6873	Taf2	MGI:2443028	TAF2	1:1
31139	7019	Tfam	MGI:107810	TFAM	1:1
31140	7008	Tef	MGI:98663	TEF	1:1
31141	7015	Tert	MGI:1202709	TERT	1:1
31142	7057	Thbs1	MGI:98737	THBS1	1:1
31144	7112	Tmpo	MGI:106920	TMPO	1:1
31145	7123	Clec3b	MGI:104540	CLEC3B	1:1
31147	7275	Tub	MGI:2651573	TUB	1:1
31150	7405	Uvrag	MGI:1925860	UVRAG	1:1
31152	7465	Wee1	MGI:103075	WEE1	1:1
31159	7726	Trim26	MGI:1337056	TRIM26	1:1
31161	8927	Bsn	MGI:1277955	BSN	1:1
31164	7791	Zyx	MGI:103072	ZYX	1:1
31165	8165	Akap1	MGI:104729	AKAP1	1:1
31166	8317	Cdc7	MGI:1309511	CDC7	1:1
31181	8412	Bcar3	MGI:1352501	BCAR3	1:1
31183	8446	Dusp11	MGI:1919352	DUSP11	1:1
31185	8493	Ppm1d	MGI:1858214	PPM1D	1:1
31187	8548	Blzf1	MGI:1201607	BLZF1	1:1
31189	8626	Trp63	MGI:1330810	TP63	1:1
31194	8722	Ctsf	MGI:1861434	CTSF	1:1
31196	8736	Myom1	MGI:1341430	MYOM1	1:1
31199	8804	Creg1	MGI:1344382	CREG1	1:1
31200	8851	Cdk5r1	MGI:101764	CDK5R1	1:1
31202	8878	Sqstm1	MGI:107931	SQSTM1	1:1
31203	8900	Ccna1	MGI:108042	CCNA1	1:1
31205	8910	Sgce	MGI:1329042	SGCE	1:1
31206	8914	Timeless	MGI:1321393	TIMELESS	1:1
31207	8925	Herc1	MGI:2384589	HERC1	1:1
31208	8996	Nol3	MGI:1925938	NOL3	1:1
31212	726	Capn5	MGI:1100859	CAPN5	1:1
31213	1124	Chn2	MGI:1917243	CHN2	1:1
31216	2230	Fdx1	MGI:103224	FDX1	1:1
31219	2992	Gyg	MGI:1351614	GYG1	1:1
31220	3996	Llgl1	MGI:102682	LLGL1	1:1
31221	4998	Orc1	MGI:1328337	ORC1	1:1
31223	8328	Gfi1b	MGI:1276578	GFI1B	1:1
31224	8403	Sox14	MGI:98362	SOX14	1:1
31227	9088	Pkmyt1	MGI:2137630	PKMYT1	1:1
31228	9091	Pigq	MGI:1333114	PIGQ	1:1
31231	9262	Stk17b	MGI:2138162	STK17B	1:1
31232	9400	Recql5	MGI:2156841	RECQL5	1:1
31233	9532	Bag2	MGI:1891254	BAG2	1:1
31234	429	Ascl1	MGI:96919	ASCL1	1:1
31238	1388	Atf6b	MGI:105121	ATF6B	1:1
31239	1850	Dusp8	MGI:106626	DUSP8	1:1
31245	5723	Psph	MGI:97788	PSPH	1:1
31247	6553	Slc9a5	MGI:2685542	SLC9A5	1:1
31249	7268	Ttc4	MGI:1919604	TTC4	1:1
31250	7804	Lrp8	MGI:1340044	LRP8	1:1
31251	7862	Brpf1	MGI:1926033	BRPF1	1:1
31252	8237	Usp11	MGI:2384312	USP11	1:1
31253	9149	Dyrk1b	MGI:1330302	DYRK1B	1:1
31254	9150	Ctdp1	MGI:1926953	CTDP1	1:1
31255	9185	Reps2	MGI:2663511	REPS2	1:1
31257	9223	Magi1	MGI:1203522	MAGI1	1:1
31258	9229	Dlgap1	MGI:1346065	DLGAP1	1:1
31259	9238	Tbrg4	MGI:1100868	TBRG4	1:1
31260	9255	Aimp1	MGI:102774	AIMP1	1:1
31262	9267	Cyth1	MGI:1334257	CYTH1	1:1
31263	9312	Kcnb2	MGI:99632	KCNB2	1:1
31265	9399	Stoml1	MGI:1916356	STOML1	1:1
31266	9424	Kcnk6	MGI:1891291	KCNK6	1:1
31267	9453	Ggps1	MGI:1341724	GGPS1	1:1
31269	9452	Itm2a	MGI:107706	ITM2A	1:1
31270	9530	Bag4	MGI:1914634	BAG4	1:1
31272	9550	Atp6v1g1	MGI:1913540	ATP6V1G1	1:1
31275	9633	Mtl5	MGI:1340029	TESMIN	1:1
31276	677	Zfp36l1	MGI:107946	ZFP36L1	1:1
31279	3720	Jarid2	MGI:104813	JARID2	1:1
31281	5018	Oxa1l	MGI:1916339	OXA1L	1:1
31283	5481	Ppid	MGI:1914988	PPID	1:1
31286	6400	Sel1l	MGI:1329016	SEL1L	1:1
31288	9943	Oxsr1	MGI:1917378	OXSR1	1:1
31289	9967	Thrap3	MGI:2442637	THRAP3	1:1
31292	9993	Dgcr2	MGI:892866	DGCR2	1:1
31293	2788	Gng7	MGI:95787	GNG7	1:1
31294	9100	Usp10	MGI:894652	USP10	1:1
31296	401	Phox2a	MGI:106633	PHOX2A	1:1
31297	474	Atoh1	MGI:104654	ATOH1	1:1
31298	761	Car3	MGI:88270	CA3	1:1
